n1,n2,edge_dir
N-Ethyldiethanolamine,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1
N-Ethyldiethanolamine,5-Methyluridine,1
N-Ethyldiethanolamine,D-(+)-Glucosamine,1
N-Ethyldiethanolamine,D-Arabinose,1
Valylvaline,3-Undecene,-1
ENSMUSG00000034064-P,"1,4-Butanediol",1
"1,4-Butanediol",ENSMUSG00000031010-P,-1
"1,4-Butanediol",ENSMUSG00000021686-P,-1
"1,4-Butanediol",ENSMUSG00000029684-P,-1
"1,4-Butanediol",ENSMUSG00000034377-P,-1
"1,4-Butanediol",ENSMUSG00000042686-P,-1
"1,4-Butanediol",ENSMUSG00000027770-P,-1
"1,4-Butanediol",ENSMUSG00000039145-P,-1
ENSMUSG00000035295-P,3-Buten-2-one,1
3-Buten-2-one,ENSMUSG00000027782-P,-1
3-Buten-2-one,ENSMUSG00000104682-P,-1
3-Buten-2-one,ENSMUSG00000055239-P,-1
3-Buten-2-one,Hydroquinone,1
Oxalic acid,"2-Furanacetaldehyde, tetrahydro-alpha",-1
5-Aminovaleric acid,17-alpha-Hydroxypregnenolone,1
5-Aminovaleric acid,"beta-D-Galactopyranoside, methyl-, acetate",-1
5-Aminovaleric acid,"Dimethyl hexopyranosiduronate, alpha-D",1
ENSMUSG00000022781-P,D-Ribose,1
D-Ribose,ENSMUSG00000038859-P,1
D-Ribose,ENSMUSG00000032301-P,1
D-Ribose,ENSMUSG00000036641-P,1
D-Ribose,ENSMUSG00000024576-P,1
D-Ribose,ENSMUSG00000011831-P,1
D-Ribose,ENSMUSG00000040586-P,1
D-Ribose,L-Glutamine,-1
D-Ribose,alpha-Ketoisovaleric acid,-1
Dodecanamide,"2',2,3,6'-Tetramethoxychalcone",1
Dodecanamide,3-(3-Hydroxyphenyl)propanoic acid,-1
ENSMUSG00000027642-P,D-(-)-Ribofuranose,1
D-(-)-Ribofuranose,Lignoceric acid,-1
ENSMUSG00000105382-P,1-Tetradecanol,1
ENSMUSG00000105382-P,Pyrogallol,1
ENSMUSG00000105382-P,Tripropylene glycol monomethyl ether,1
1-Tetradecanol,ENSMUSG00000004698-P,-1
1-Tetradecanol,ENSMUSG00000057367-P,1
1-Tetradecanol,ENSMUSG00000041012-P,1
1-Tetradecanol,ENSMUSG00000024168-P,1
1-Tetradecanol,ENSMUSG00000047181-P,-1
1-Tetradecanol,ENSMUSG00000044927-P,-1
1-Tetradecanol,ENSMUSG00000105729-P,1
1-Tetradecanol,ENSMUSG00000005045-P,-1
1-Tetradecanol,ENSMUSG00000027957-P,1
1-Tetradecanol,ENSMUSG00000030616-P,1
1-Tetradecanol,ENSMUSG00000041649-P,-1
1-Tetradecanol,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
1-Tetradecanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
1-Tetradecanol,Palmitic Acid,1
Pyrogallol,Xanthine,1
Pyrogallol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
Tripropylene glycol monomethyl ether,ENSMUSG00000035941-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000032301-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000019897-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000041408-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000072704-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000037736-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000029684-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000030304-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000030268-P,-1
Tripropylene glycol monomethyl ether,ENSMUSG00000047181-P,-1
Tripropylene glycol monomethyl ether,ENSMUSG00000024576-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000022023-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000011831-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000040242-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000042557-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000057440-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000072763-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000021929-P,1
Tripropylene glycol monomethyl ether,ENSMUSG00000032348-P,1
Tripropylene glycol monomethyl ether,Isonicotinic Acid,1
ENSMUSG00000030094-P,Supraene,-1
Supraene,ENSMUSG00000086825-P,-1
Supraene,Myristic acid,1
6-Hydroxyhexanoic acid,ENSMUSG00000041012-P,1
6-Hydroxyhexanoic acid,ENSMUSG00000038717-P,1
6-Hydroxyhexanoic acid,ENSMUSG00000085945-P,1
6-Hydroxyhexanoic acid,ENSMUSG00000045098-P,1
6-Hydroxyhexanoic acid,2-Hydroxy-3-methylbutyric acid,1
6-Hydroxyhexanoic acid,"beta-D-Galactopyranoside, methyl-, acetate",1
ENSMUSG00000046711-P,Pentadecanoic acid,-1
Isopropyl palmitate,1-Octadecanol,1
Isopropyl palmitate,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",1
Isopropyl palmitate,L-(+)-Lactic acid,1
Octanoic acid,ENSMUSG00000023030-P,1
Octanoic acid,ENSMUSG00000022561-P,1
Octanoic acid,ENSMUSG00000030605-P,1
Octanoic acid,ENSMUSG00000033792-P,1
Octanoic acid,Decanoic acid,1
Pentadecanoic acid,ENSMUSG00000002455-P,1
Pentadecanoic acid,ENSMUSG00000027706-P,1
Pentadecanoic acid,ENSMUSG00000031838-P,1
Pentadecanoic acid,1-Monopalmitin,1
Pentadecanoic acid,Arachidic acid,1
Pentadecanoic acid,Cyclohexanecarboxylic acid,1
Pentadecanoic acid,"Hexadecanoic acid, methyl ester",1
Pentadecanoic acid,Myristic acid,1
ENSMUSG00000034647-P,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,ENSMUSG00000046351-P,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,ENSMUSG00000040612-P,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,ENSMUSG00000032560-P,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,ENSMUSG00000048330-P,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,ENSMUSG00000016487-P,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,2'-Deoxyribolactone,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,4-Hydroxybutanoic acid,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Pimelic acid,1
"2,3-Butanediol",ENSMUSG00000024168-P,1
"2,3-Butanediol",ENSMUSG00000020135-P,-1
"2,3-Butanediol",ENSMUSG00000030268-P,-1
"2,3-Butanediol",ENSMUSG00000047181-P,-1
"2,3-Butanediol",ENSMUSG00000044927-P,-1
"2,3-Butanediol",ENSMUSG00000032261-P,1
"2,3-Butanediol",ENSMUSG00000057440-P,1
"2,3-Butanediol",ENSMUSG00000039000-P,1
"2,3-Butanediol",ENSMUSG00000041649-P,-1
"2,3-Butanediol",Pimelic acid,1
ENSMUSG00000020108-P,L-Glutamic acid,-1
L-Glutamic acid,ENSMUSG00000035941-P,1
L-Glutamic acid,ENSMUSG00000054364-P,-1
L-Glutamic acid,"2,6-Di-O-methyl-d-galactopyranose",-1
L-Glutamic acid,"2-Pentenedioic acid, 2-hydroxy-",1
L-Glutamic acid,3-(3-Hydroxyphenyl)propanoic acid,-1
L-Glutamic acid,Cyclohexanemethanol,-1
L-Glutamic acid,L-(-)-Sorbofuranose,1
L-Glutamic acid,N-Acetyl-L-glutamic acid,1
L-Glutamic acid,Pantothenic acid ,1
L-Glutamic acid,Syringic acid,-1
ENSMUSG00000022246-P,L-Rhamnose,1
alpha-D-Xylopyranose,"Gulonic acid, gamma-lactone",1
D-Arabinose,"Hexadecanoic acid, 4-hydroxybutyl ester",-1
D-Arabinose,Lignoceric acid,-1
D-Arabinose,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
D-Arabinose,Pentanoic acid,-1
L-Rhamnose,ENSMUSG00000024168-P,1
L-Rhamnose,ENSMUSG00000026341-P,1
L-Rhamnose,ENSMUSG00000043639-P,1
L-Rhamnose,ENSMUSG00000038717-P,1
L-Rhamnose,ENSMUSG00000052566-P,1
L-Rhamnose,ENSMUSG00000061838-P,1
L-Rhamnose,ENSMUSG00000025789-P,-1
L-Rhamnose,L-(-)-Sorbofuranose,-1
L-Rhamnose,"Propanoic acid, 2-oxo",1
ENSMUSG00000102840-P,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",d-Erythrotetrofuranose,1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",Octadecyl octyl ether,1
ENSMUSG00000004698-P,alpha-Linolenic acid,-1
ENSMUSG00000004698-P,Monomethyl succinate,-1
ENSMUSG00000004698-P,N-(2-hydroxyethyl)-succinimide,-1
alpha-Linolenic acid,ENSMUSG00000035011-P,1
alpha-Linolenic acid,ENSMUSG00000033502-P,1
alpha-Linolenic acid,ENSMUSG00000035093-P,1
alpha-Linolenic acid,ENSMUSG00000030201-P,1
Monomethyl succinate,ENSMUSG00000041012-P,1
Monomethyl succinate,ENSMUSG00000029291-P,-1
Monomethyl succinate,ENSMUSG00000026029-P,1
Monomethyl succinate,ENSMUSG00000040612-P,1
Monomethyl succinate,ENSMUSG00000064246-P,1
Monomethyl succinate,ENSMUSG00000068196-P,1
Monomethyl succinate,ENSMUSG00000032261-P,1
Monomethyl succinate,ENSMUSG00000027957-P,1
Monomethyl succinate,ENSMUSG00000030201-P,1
Monomethyl succinate,ENSMUSG00000031513-P,1
Monomethyl succinate,ENSMUSG00000039000-P,1
Monomethyl succinate,ENSMUSG00000020546-P,1
Monomethyl succinate,ENSMUSG00000041649-P,-1
Monomethyl succinate,1-Octanol,1
Monomethyl succinate,4-Hydroxybenzaldehyde,-1
Monomethyl succinate,L-(-)-Sorbofuranose,-1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000005514-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000038836-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000028826-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000029291-P,-1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000028700-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000099689-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000068196-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000027957-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000030201-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000057440-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000020546-P,1
N-(2-hydroxyethyl)-succinimide,Phloretic acid,1
ENSMUSG00000086610-P,Cyclohexanecarboxylic acid,1
Cyclohexanecarboxylic acid,ENSMUSG00000024805-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000003527-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000030691-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000031657-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000038827-P,-1
Cyclohexanecarboxylic acid,4-Methyl-5-thiazoleethanol,1
Cyclohexanecarboxylic acid,Cyclo(L-prolyl-L-valine),1
Cyclohexanecarboxylic acid,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
Cyclohexanecarboxylic acid,"Inosose-2, myo",1
Cyclohexanecarboxylic acid,Nonanoic acid,1
alpha-Ketoisovaleric acid,3-O-methyl-beta-D-Glucopyranose,1
ENSMUSG00000021903-P,Glyceric acid,1
Glyceric acid,ENSMUSG00000028626-P,1
Glyceric acid,ENSMUSG00000038058-P,1
ENSMUSG00000005514-P,D-Psicofuranose,-1
ENSMUSG00000045128-P,"D-(+)-Ribono-1,4-lactone ",1
ENSMUSG00000045128-P,Hymexazole,1
"D-(+)-Ribono-1,4-lactone ",ENSMUSG00000024235-P,1
"D-(+)-Ribono-1,4-lactone ",ENSMUSG00000014075-P,1
"D-(+)-Ribono-1,4-lactone ",N-Acetylglucosamine,1
"D-(+)-Ribono-1,4-lactone ","(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",1
"D-(+)-Ribono-1,4-lactone ",Sebacic acid,-1
Hymexazole,ENSMUSG00000041012-P,1
Hymexazole,ENSMUSG00000024253-P,1
Hymexazole,ENSMUSG00000026341-P,1
Hymexazole,ENSMUSG00000039194-P,1
Hymexazole,ENSMUSG00000030403-P,1
4-hydroxy-3-penten-2-one,2-tert-Butyl-4-ethylphenol ,1
4-hydroxy-3-penten-2-one,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",1
4-hydroxy-3-penten-2-one,4-Aminobenzoic acid,1
4-hydroxy-3-penten-2-one,4-Pyridinol,1
4-hydroxy-3-penten-2-one,"Hexadecanoic acid, methyl ester",1
4-hydroxy-3-penten-2-one,"Methyl galactoside (1S,2S,3S,4R,5R)",1
ENSMUSG00000029198-P,Thr-Leu,1
Thr-Leu,ENSMUSG00000042831-P,1
Thr-Leu,Niacinamide,1
Thr-Leu,N-Methyl-alpha-aminoisobutyric acid,1
Thr-Leu,L-(+)-Lactic acid,-1
Thr-Leu,Pimelic acid,-1
ENSMUSG00000032482-P,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000059495-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000030016-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000041408-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000087640-P,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000022812-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000027710-P,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000062866-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000021149-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-","2,3-Dihydroxy-2-methylpropanoic acid",-1
ENSMUSG00000021288-P,Deoxyribopyranose,1
Deoxyribopyranose,ENSMUSG00000091549-P,-1
Deoxyribopyranose,ENSMUSG00000029291-P,1
Deoxyribopyranose,ENSMUSG00000031147-P,-1
Deoxyribopyranose,ENSMUSG00000034768-P,-1
Deoxyribopyranose,ENSMUSG00000054792-P,1
Deoxyribopyranose,ENSMUSG00000033047-P,-1
ENSMUSG00000023243-P,"2',2,3,6'-Tetramethoxychalcone",-1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000035505-P,1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000022361-P,-1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000071637-P,1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000024098-P,1
"2',2,3,6'-Tetramethoxychalcone","beta-D-Galactopyranoside, methyl-, acetate",1
"2',2,3,6'-Tetramethoxychalcone",Glycolic acid,1
"2',2,3,6'-Tetramethoxychalcone",Pyridoxic acid,1
"2',2,3,6'-Tetramethoxychalcone",Xylazine,1
ENSMUSG00000052751-P,D-(+)-Talofuranose,1
D-(+)-Talofuranose,Decanoic acid,-1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester","Acetamide, N-(2-butyl)-N-methyl-",1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester","Guanidine, N,N-dimethyl",1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",Myristic acid,1
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",Nonadecanoic acid,1
Heptadecanoic acid,Pentanoic acid,1
Heptadecanoic acid,Sebacic acid,1
Nonadecanoic acid,Arachidic acid,1
Nonadecanoic acid,"Hexadecanoic acid, methyl ester",1
Nonadecanoic acid,Sebacic acid,1
ENSMUSG00000035941-P,9H-Purin-6-ol,1
ENSMUSG00000035941-P,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000035941-P,D-(+)-Glucosamine,1
ENSMUSG00000035941-P,Hydracrylic acid,1
ENSMUSG00000035941-P,L-Threonine,1
ENSMUSG00000035941-P,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000035941-P,N-Acetyl-L-glutamic acid,1
ENSMUSG00000035941-P,Salsoline,1
ENSMUSG00000035941-P,Undecanoic acid,1
ENSMUSG00000035941-P,Uracil,1
9H-Purin-6-ol,ENSMUSG00000022463-P,-1
9H-Purin-6-ol,ENSMUSG00000054364-P,-1
9H-Purin-6-ol,ENSMUSG00000046157-P,-1
9H-Purin-6-ol,ENSMUSG00000025862-P,1
9H-Purin-6-ol,ENSMUSG00000062866-P,1
9H-Purin-6-ol,ENSMUSG00000022774-P,1
9H-Purin-6-ol,N-Methyl-alpha-aminoisobutyric acid,1
9H-Purin-6-ol,9-Octadecenamide,-1
9H-Purin-6-ol,Dihydrouracil,1
9H-Purin-6-ol,Levulinic acid,-1
9H-Purin-6-ol,Pimelic acid,-1
9H-Purin-6-ol,"Thymidine, 5'-phosphate",1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000062937-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000024253-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000029790-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000026341-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000037664-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000038717-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000021686-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000022023-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000043535-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000064246-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000039959-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000045284-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000064340-P,-1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000032348-P,1
D-(+)-Glucosamine,ENSMUSG00000029790-P,1
D-(+)-Glucosamine,ENSMUSG00000064340-P,-1
D-(+)-Glucosamine,ENSMUSG00000025862-P,1
D-(+)-Glucosamine,ENSMUSG00000048776-P,1
D-(+)-Glucosamine,ENSMUSG00000026315-P,1
D-(+)-Glucosamine,"1,5-Anhydroglucitol",1
D-(+)-Glucosamine,1-Hexanol,1
D-(+)-Glucosamine,4-Hydroxybenzaldehyde,1
D-(+)-Glucosamine,Aconitic acid,1
D-(+)-Glucosamine,Butanedioic acid,-1
D-(+)-Glucosamine,Pantothenic acid ,1
D-(+)-Glucosamine,trans-Coniferryl alchool,1
Hydracrylic acid,ENSMUSG00000062937-P,1
Hydracrylic acid,ENSMUSG00000041408-P,1
Hydracrylic acid,ENSMUSG00000046351-P,1
Hydracrylic acid,ENSMUSG00000046157-P,-1
Hydracrylic acid,ENSMUSG00000021709-P,1
Hydracrylic acid,ENSMUSG00000025862-P,1
Hydracrylic acid,ENSMUSG00000062866-P,1
Hydracrylic acid,5-Methyluridine,1
Hydracrylic acid,Dihydrouracil,1
Hydracrylic acid,L-(-)-Sorbofuranose,1
L-Threonine,ENSMUSG00000037664-P,1
L-Threonine,ENSMUSG00000051579-P,1
L-Threonine,Myristic acid,-1
L-Threonine,Tyrosine,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000041408-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021482-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000072704-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000031112-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000055239-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000043535-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000011831-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000006476-P,-1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000025894-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021709-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021929-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000031715-P,1
N-Acetyl-L-glutamic acid,ENSMUSG00000034863-P,-1
N-Acetyl-L-glutamic acid,Niacinamide,1
N-Acetyl-L-glutamic acid,3-(3-Hydroxyphenyl)propanoic acid,-1
N-Acetyl-L-glutamic acid,Cyclohexanemethanol,-1
Salsoline,ENSMUSG00000057367-P,1
Salsoline,ENSMUSG00000025060-P,1
Salsoline,ENSMUSG00000024491-P,1
Salsoline,ENSMUSG00000038717-P,1
Salsoline,ENSMUSG00000040612-P,1
Salsoline,ENSMUSG00000064246-P,1
Salsoline,ENSMUSG00000052584-P,-1
Salsoline,ENSMUSG00000031198-P,1
Salsoline,ENSMUSG00000027210-P,-1
Salsoline,ENSMUSG00000048330-P,1
Salsoline,ENSMUSG00000064338-P,-1
Salsoline,ENSMUSG00000042557-P,1
Salsoline,ENSMUSG00000030616-P,1
Salsoline,ENSMUSG00000085945-P,1
Salsoline,ENSMUSG00000036087-P,1
Undecanoic acid,ENSMUSG00000025060-P,1
Undecanoic acid,ENSMUSG00000043467-P,1
Undecanoic acid,ENSMUSG00000044927-P,-1
Undecanoic acid,ENSMUSG00000027957-P,1
Undecanoic acid,Nonanoic acid,1
Uracil,ENSMUSG00000041134-P,1
Uracil,ENSMUSG00000046157-P,-1
Uracil,ENSMUSG00000032172-P,-1
Uracil,ENSMUSG00000055239-P,1
Uracil,ENSMUSG00000064340-P,-1
Uracil,ENSMUSG00000025862-P,1
Uracil,ENSMUSG00000062866-P,1
Uracil,ENSMUSG00000026315-P,1
Uracil,Xanthine,-1
ENSMUSG00000036501-P,5-Hydroxymethyl-2-furoic acid,1
5-Hydroxymethyl-2-furoic acid,"1,5-Anhydroglucitol",1
5-Hydroxymethyl-2-furoic acid,3-O-methyl-beta-D-Glucopyranose,1
5-Hydroxymethyl-2-furoic acid,Levoglucosan,-1
5-Hydroxymethyl-2-furoic acid,phenoxyethanol,1
ENSMUSG00000033411-P,4-Hydroxybenzoic acid,1
4-Hydroxybenzoic acid,ENSMUSG00000015839-P,1
4-Hydroxybenzoic acid,ENSMUSG00000022561-P,-1
4-Hydroxybenzoic acid,ENSMUSG00000054364-P,-1
4-Hydroxybenzoic acid,ENSMUSG00000055239-P,1
4-Hydroxybenzoic acid,ENSMUSG00000043535-P,1
4-Hydroxybenzoic acid,ENSMUSG00000025862-P,1
4-Hydroxybenzoic acid,ENSMUSG00000051579-P,1
4-Hydroxybenzoic acid,L-Norvaline,1
4-Hydroxybenzoic acid,N-Methyl-alpha-aminoisobutyric acid,1
4-Hydroxybenzoic acid,1-Octanol,-1
"Dimethyl hexopyranosiduronate, alpha-D",1-Methyl-4-hydroxy-1H-imidazol-2-amine,1
"Dimethyl hexopyranosiduronate, alpha-D",Cholesterol,1
"Dimethyl hexopyranosiduronate, alpha-D",Ser-Leu,1
Pantothenic acid ,"1,5-Anhydroglucitol",1
Pantothenic acid ,"2,6-Di-O-methyl-d-galactopyranose",-1
Pantothenic acid ,"2-Pentenedioic acid, 2-hydroxy-",1
Pantothenic acid ,L-(-)-Sorbofuranose,1
Pantothenic acid ,Sebacic acid,1
Pantothenic acid ,Syringic acid,-1
ENSMUSG00000019907-P,Pyridoxic acid,1
Argininosuccinic acid,2-Hydroxy-3-methylbutyric acid,1
Argininosuccinic acid,"Hexadecanoic acid, tetradecyl ester",1
Arachidic acid,"Hexadecanoic acid, methyl ester",1
Arachidic acid,Palmitic Acid,1
Arachidic acid,Sebacic acid,1
Pyridoxic acid,ENSMUSG00000029550-P,-1
ENSMUSG00000025410-P,Cyclohexanol,1
Cyclohexanol,"Hexadecanoic acid, 4-hydroxybutyl ester",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000041012-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000106365-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000044927-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000105729-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000030403-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000042557-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000042506-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000039000-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000041649-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","2,5-Di-tert-butyl-4-hydroxyphenol",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Methyl-2-furoic acid,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Undecene,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",d-Erythrotetrofuranose,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","Guanidine, N,N-dimethyl",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Pimelic acid,1
Hydroquinone,ENSMUSG00000038836-P,1
Hydroquinone,ENSMUSG00000038717-P,1
Hydroquinone,ENSMUSG00000028700-P,1
Hydroquinone,ENSMUSG00000045284-P,1
Trisaminol,2'-Deoxyribolactone,1
Trisaminol,Ethyl glycolate,1
ENSMUSG00000008690-P,Monolaurin,1
Monolaurin,ENSMUSG00000050822-P,1
Monolaurin,ENSMUSG00000003949-P,-1
Monolaurin,"2,5-Dimethoxybenzhydrazide",1
Monolaurin,beta-Arabinopyranose,1
Monolaurin,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1
Monolaurin,"Xylonic acid, delta-lactone",1
Monolaurin,Xylose,1
9-Octadecenamide,ENSMUSG00000001687-P,1
9-Octadecenamide,ENSMUSG00000065799-P,1
9-Octadecenamide,ENSMUSG00000035293-P,-1
9-Octadecenamide,ENSMUSG00000052584-P,-1
9-Octadecenamide,5-Methyluridine,-1
Methyl beta-Arabinofuranoside,"Hexadecanoic acid, tetradecyl ester",-1
ENSMUSG00000028273-P,Serine,1
Serine,ENSMUSG00000029178-P,1
Serine,ENSMUSG00000037664-P,1
Serine,ENSMUSG00000072704-P,1
Serine,ENSMUSG00000046351-P,1
Serine,ENSMUSG00000021676-P,1
